name,series_id,serial_number,rarity
"Hibiki, First Live Concert",46,SG/W19-T03,TD
"Hibiki, Beats of Awakening",46,SG/W19-T04,TD
"Hibiki, Doing Her Best",46,SG/W19-T05,TD
"Hibiki, Easily Ignored",46,SG/W19-T06,TD
I Have Something to Protect!,46,SG/W19-T07,TD
"Tsubasa, Cold Personality",46,SG/W19-T08,TD
"Tsubasa, Thinking of Kanade",46,SG/W19-T09,TD
"Tsubasa, Facing Noise",46,SG/W19-T10,TD
"Tsubasa, Way of the Sentinel",46,SG/W19-T11,TD
"""ZweiWing"" Kanade & Tsubasa",46,SG/W19-T12,TD
We Were Two Back Then,46,SG/W19-T13,TD
The Blue Flash,46,SG/W19-T14,TD
"Hibiki, Promise to Dear Friend",46,SG/W19-008,U
"Hibiki, Power of Music",46,SG/W19-009,U
"Hibiki, Kind Warrior",46,SG/W19-010,U
"Hibiki, Beats of Awakening",46,SG/W19-011,U
"Hibiki, Hands Holding Everyone Together",46,SG/W19-012,U
Durandal Awakening,46,SG/W19-020,U
Gungnir,46,SG/W19-021,U
Chris in Her Youth,46,SG/W19-033,U
"Chris, Warrior Wielding Ichii-Bal",46,SG/W19-034,U
"Chris, Overwhelming Battle Strength",46,SG/W19-035,U
Noise (Episode 1),46,SG/W19-036,U
"Chris, Untrue to Herself",46,SG/W19-037,U
Nehushtan Armor,46,SG/W19-045,U
Ichii-Bal,46,SG/W19-046,U
"Miku, Substitute Guardian",46,SG/W19-058,U
Genjuro Kazanari,46,SG/W19-059,U
Ryoko Sakurai,46,SG/W19-060,U
"Ryoko, At Her Own Pace",46,SG/W19-061,U
"Kanade, Bearer of Symphogear",46,SG/W19-062,U
Ridian Private Music Academy,46,SG/W19-070,U
Last Stage,46,SG/W19-071,U
"Tsubasa, Trust Towards Allies",46,SG/W19-083,U
"Tsubasa, Steeled like the Sword",46,SG/W19-084,U
"Tsubasa, First Date",46,SG/W19-085,U
Tsubasa on that Day,46,SG/W19-086,U
"Tsubasa, Way of the Sentinel",46,SG/W19-087,U
Zessho,46,SG/W19-095,U
Ame-no-Habakiri,46,SG/W19-096,U
"Charles, At Ease",47,DC3/W18-011,C
"Ian & Rurica, Clumsy People",47,DC3/W18-012,C
"Ricca, Seal to Exclude the Mist",47,DC3/W18-013,C
"Sakura, Innocent",47,DC3/W18-014,C
"Charles, Heart-Thumping Bath Cleaning",47,DC3/W18-015,C
"Elizabeth, Academy President of Kazamidori",47,DC3/W18-016,C
"Himeno, Smiles to Protect",47,DC3/W18-031,C
"Himeno, Pitiful Art Skills",47,DC3/W18-032,C
"Sara, Flailing",47,DC3/W18-033,C
"Kousuke & Himeno, Interesting People",47,DC3/W18-034,C
"Kiyotaka & Himeno, Mutual Understanding",47,DC3/W18-035,C
"Sara, Always By the Side",47,DC3/W18-036,C
"Himeno, Bad-Tempered",47,DC3/W18-055,C
"Ricca, Surprisingly Childlike",47,DC3/W18-056,C
"Charles, Light Pranks",47,DC3/W18-057,C
"Charles, Morning Accident",47,DC3/W18-058,C
"Yuzu & Yuuhi, Carefree Assistants",47,DC3/W18-059,C
Ricca in Around-the-House Wear,47,DC3/W18-060,C
"Himeno, Just Like Before",47,DC3/W18-061,C
"Himeno, Her First Uniform",47,DC3/W18-062,C
Charles in Gymnastics Clothes,47,DC3/W18-063,C
"Mikoto, Club Member Number One",47,DC3/W18-064,C
"Sara, Echoed Thumping",47,DC3/W18-085,C
"Aoi, Sunny Girl",47,DC3/W18-086,C
"Suginami, Ubiquitous Trickster",47,DC3/W18-087,C
"Sara, A Little Spoiled",47,DC3/W18-088,C
"Suginami, Natural Troublemaker",47,DC3/W18-089,C
"Aoi, Energetic",47,DC3/W18-090,C
"Sara, Younger Classmate",47,DC3/W18-091,C
"Aoi, Getting Out of Bath",47,DC3/W18-092,C
"Aoi, Sickly Dog-like Girl",47,DC3/W18-093,C
"Aoi, Working Girl",47,DC3/W18-094,C
Flwers that Keep Blooming,47,DC3/W18-020,CC
Magic to Connect Hearts,47,DC3/W18-040,CC
Farewell Present,47,DC3/W18-068,CC
Talking by the Seaside,47,DC3/W18-069,CC
Normal Newspaper Club,47,DC3/W18-070,CC
Fir~st Lesson,47,DC3/W18-098,CC
Lots of Dreams,47,DC3/W18-099,CC
Magical Mist,47,DC3/W18-100,CC
Magic of Happiness,47,DC3/W18-019,CR
"""Proof"" of Love",47,DC3/W18-039,CR
Cattleya of Pride,47,DC3/W18-067,CR
Proof of Friendship,47,DC3/W18-097,CR
"Ricca, Buoying Date",47,DC3/W18-003,R
"Ricca, To the Future Seen in Dreams",47,DC3/W18-004,R
"Charles, Student Council President of Kazemidori",47,DC3/W18-005,R
"""Santa's First Love"" Charles",47,DC3/W18-006,R
"Sara, Relaxing Date",47,DC3/W18-023,R
"""Magician of Justice"" Himeno",47,DC3/W18-024,R
"Sara, Commemoration of Two",47,DC3/W18-025,R
"Himeno, Feelings Inside",47,DC3/W18-043,R
"Ricca, Overspilling Feelings",47,DC3/W18-044,R
"Himeno, Stiff",47,DC3/W18-045,R
"Ricca, Official Newspaper Club President",47,DC3/W18-046,R
"Ricca, Confession on Holy Night",47,DC3/W18-047,R
"Charles, Smiles to Protect",47,DC3/W18-048,R
"Sakura, Important things",47,DC3/W18-073,R
"Sara, Enjoyable Off-Day",47,DC3/W18-074,R
"Aoi, Midnight Date",47,DC3/W18-075,R
"Aoi, Pampered Mode",47,DC3/W18-076,R
"Sakura, Miracle Returned",47,DC3/W18-077,R
"Aoi, True Feelings",47,DC3/W18-078,R
"Sara, Eternal Promise",47,DC3/W18-079,R
"Charles, Causing Commotion",47,DC3/W18-001,RR
"Ricca, Irreplaceable Magic",47,DC3/W18-002,RR
"Sara, Special Smile",47,DC3/W18-021,RR
"Himeno, Two's Happiness",47,DC3/W18-022,RR
"Charles, On Top of Lap Pillow",47,DC3/W18-041,RR
"Himeno, Overslept",47,DC3/W18-042,RR
"Aoi, Flowers Is Busy!",47,DC3/W18-071,RR
"Aoi, A Future We Are Heading Towards",47,DC3/W18-072,RR
"Charles, Welcome to Christmas Party!",47,DC3/W18-101,TD
"Aoi, Substance Over Style",47,DC3/W18-102,TD
"Ricca, Girl in Love",47,DC3/W18-103,TD
Sara in Ski Wear,47,DC3/W18-104,TD
Himeno in Yukata,47,DC3/W18-105,TD
"Himeno, Bad-Tempered",47,DC3/W18-T01,TD
"Ricca, Surprisingly Childlike",47,DC3/W18-T02,TD
"Charles, Light Pranks",47,DC3/W18-T03,TD
"Charles, Morning Accident",47,DC3/W18-T04,TD
Ricca in Around-the-House Wear,47,DC3/W18-T05,TD
"Himeno, Her First Uniform",47,DC3/W18-T06,TD
Charles in Gymnastics Clothes,47,DC3/W18-T07,TD
"Nice to Meet You, Lulu-nee.",47,DC3/W18-T08,TD
Normal Newspaper Club,47,DC3/W18-T09,TD
Talking by the Seaside,47,DC3/W18-T10,TD
"Aoi, Sunny Girl",47,DC3/W18-T11,TD
"Suginami, Ubiquitous Trickster",47,DC3/W18-T12,TD
"Sara, A Little Spoiled",47,DC3/W18-T13,TD
"Aoi, Energetic",47,DC3/W18-T14,TD
"Sara, Younger Classmate",47,DC3/W18-T15,TD
"Aoi, Sickly Dog-like Girl",47,DC3/W18-T16,TD
Fir~st Lesson,47,DC3/W18-T17,TD
Master Ricca,47,DC3/W18-007,U
"Tomoe, Academy's Seasonal Greetings",47,DC3/W18-008,U
"""Eto's Wish"" Charles",47,DC3/W18-009,U
"Ricca, Everyone's Power",47,DC3/W18-010,U
Category 5,47,DC3/W18-017,U
Present on Holy N?ight,47,DC3/W18-018,U
"Himeno, Brother-And-Sister-Only Gathering",47,DC3/W18-026,U
"Mary & Edward, Childhood Friends",47,DC3/W18-027,U
"Sara, Practicing",47,DC3/W18-028,U
"Himeno, Going Out with Nii-San",47,DC3/W18-029,U
"Himeno, Feelings to Be Told",47,DC3/W18-030,U
For My Beloved Lover,47,DC3/W18-037,U
Place of Heart,47,DC3/W18-038,U
"Kiyotaka, Words to Be Told",47,DC3/W18-049,U
"Ricca, Feelings of ""Love""",47,DC3/W18-050,U
"Charles, After the First Date",47,DC3/W18-051,U
"Charles, Irremovable Past",47,DC3/W18-052,U
"Minatsu, Robot President",47,DC3/W18-053,U
"Ricca, Genius Pretty Magician Girl",47,DC3/W18-054,U
"Nice to Meet You, Lulu-nee.",47,DC3/W18-065,U
New Year's Kiss,47,DC3/W18-066,U
"Aoi, Pacing",47,DC3/W18-080,U
"Aoi, Important Time",47,DC3/W18-081,U
Sara in Gymnastics Clothes,47,DC3/W18-082,U
"Aoi, Under Starlit Sky",47,DC3/W18-083,U
"Sara, Big Crisis",47,DC3/W18-084,U
Tiny Body,47,DC3/W18-095,U
Miracle of the Unwilting Cherry Blossom,47,DC3/W18-096,U
Louise in the Bath,48,ZM/WE13-06,C
"Illococoo, Secret Weapon",48,ZM/WE13-07,C
"Saito, Derflinger's Partner",48,ZM/WE13-08,C
"Tabitha, Being Quiet",48,ZM/WE13-09,C
"Saito, Knight of Tristan",48,ZM/WE13-10,C
"Tabitha, Trustworthy Ally",48,ZM/WE13-11,C
Summon Servent,48,ZM/WE13-12,C
Legendary Familiar,48,ZM/WE13-13,C
"Tiffania, Hidden Feelings",48,ZM/WE13-17,C
Tiffania in the Bath,48,ZM/WE13-18,C
"Rukushana, Elf of the Desert",48,ZM/WE13-19,C
Rukushana & Montmorency,48,ZM/WE13-20,C
Tiffania & Siesta,48,ZM/WE13-21,C
"""Magic of Forgetfulness"" Tiffania",48,ZM/WE13-22,C
Magic of Forgetfulness,48,ZM/WE13-23,C
"Louise, Ideal Room",48,ZM/WE13-29,C
"Kirche, Love Hunter",48,ZM/WE13-30,C
"Louise, Cute Tole",48,ZM/WE13-31,C
"Louise, Smiling Farewell",48,ZM/WE13-32,C
"Saito, Courageous",48,ZM/WE13-33,C
Dr. Colbert,48,ZM/WE13-34,C
Louise of the Holy Kingdom,48,ZM/WE13-35,C
"""God's Left Hand"" Saito",48,ZM/WE13-36,C
Dispel Activated!,48,ZM/WE13-37,C
Large Lance,48,ZM/WE13-38,C
World Door,48,ZM/WE13-39,C
"Henritta, Feelings for Saito",48,ZM/WE13-42,C
Henritta in the Bath,48,ZM/WE13-43,C
"Joseph, Useless King",48,ZM/WE13-44,C
Mirror of Truth,48,ZM/WE13-45,C
"Illococoo, Secret Weapon",48,ZM/WE13-T11,C
Summon Servent,48,ZM/WE13-T12,C
"Louise, Ideal Room",48,ZM/WE13-T13,C
Louise of the Holy Kingdom,48,ZM/WE13-T14,C
Dispel Activated!,48,ZM/WE13-T15,C
Large Lance,48,ZM/WE13-T16,C
"Tabitha, Royalty of Gallia",48,ZM/WE13-01,R
"""Wind User"" Tabitha",48,ZM/WE13-02,R
"Saito, Protector of Louise",48,ZM/WE13-03,R
"Louise, Unshakable Trust",48,ZM/WE13-04,R
"Louise, Royalty's Duty",48,ZM/WE13-05,R
"Tiffania, Fairy of the Forest",48,ZM/WE13-14,R
"Tiffania, Gentle Friend",48,ZM/WE13-15,R
"Tiffania, the Other Bearer",48,ZM/WE13-16,R
"Louise, Untrue to Her Feelings",48,ZM/WE13-24,R
"Louise, Strong Bond",48,ZM/WE13-25,R
"Louise, Power While Unconscious",48,ZM/WE13-26,R
"Saito, Unbroken Feelings",48,ZM/WE13-27,R
"Louise, Mutual Love",48,ZM/WE13-28,R
"Siesta, Love Rival",48,ZM/WE13-40,R
"Henrietta, Commander",48,ZM/WE13-41,R
"Henrietta & Saito, Whispering",48,ZM/WE13-T01,TD
"Saito, Looking Straight",48,ZM/WE13-T02,TD
"Tabitha, Girl Saved by Friend",48,ZM/WE13-T03,TD
"Vittorio, Pope",48,ZM/WE13-T04,TD
"Siesta, Saito's Personal Maid",48,ZM/WE13-T05,TD
"Tabitha, ""Knight"" of Hero",48,ZM/WE13-T06,TD
Charlotte Helene Orl̩ans,48,ZM/WE13-T07,TD
"Louise, Shopping Together",48,ZM/WE13-T09,TD
"Louise, Small-Breasted",48,ZM/WE13-T10,TD
Oogumo,49,GC/S16-013,C
"""Funeral Parlor"" Shibungi",49,GC/S16-014,C
"""Funeral Parlor"" Algo",49,GC/S16-015,C
"Gai, Command Tower of the Funeral Parlor",49,GC/S16-016,C
"Gai, Young Leader",49,GC/S16-017,C
"Shu, Hidden Potential",49,GC/S16-018,C
"""Funeral Parlor"" Oogumo",49,GC/S16-019,C
"""Funeral Parlor"" Gai",49,GC/S16-020,C
"Hare, Watching Over",49,GC/S16-038,C
Souta Tamadate,49,GC/S16-039,C
Shu in the Academy,49,GC/S16-040,C
"Inori, Sudden Freeloader",49,GC/S16-041,C
Yahiro Samukawa,49,GC/S16-042,C
Arisa Kuhouin,49,GC/S16-043,C
"Arisa, Charming Beach",49,GC/S16-044,C
Inori in Casual Clothing,49,GC/S16-045,C
"Inori, Voice of Souls",49,GC/S16-064,C
Funell,49,GC/S16-065,C
"Inori, Words of Farewell",49,GC/S16-066,C
"Shu, Normal High School Student",49,GC/S16-067,C
"Gai, Childhood",49,GC/S16-068,C
Daryl Yan,49,GC/S16-069,C
"Inori, Pure Emotions",49,GC/S16-070,C
"Inori, Web Artist",49,GC/S16-071,C
"Shu, Sneak Attack",49,GC/S16-088,C
"Ayase, Dumbfounded Look",49,GC/S16-089,C
"Tsugumi, Frank Personaliy",49,GC/S16-090,C
"""Funeral Parlor: Ayase",49,GC/S16-091,C
"Ayase, Capable Pilot",49,GC/S16-092,C
"Tsugumi, Strong-hearted",49,GC/S16-093,C
"Tsugumi, Different Look",49,GC/S16-094,C
"Shu, Overfilled Emotions",49,GC/S16-095,C
Embrace of Re-meeting,49,GC/S16-024,CC
"Awakened ""Power of Kings""",49,GC/S16-025,CC
Smile of the Goddess,49,GC/S16-049,CC
My Favorite King,49,GC/S16-050,CC
Memories of That Summer,49,GC/S16-074,CC
Trial of Courage,49,GC/S16-075,CC
Sortie,49,GC/S16-099,CC
Needed in Information War,49,GC/S16-100,CC
Commencing Attacks,49,GC/S16-023,CR
King's Talent,49,GC/S16-048,CR
Euterpe,49,GC/S16-073,CR
Regained Self-Confidence,49,GC/S16-098,CR
"""The Everlasting Guilty Crown"" Mana",49,GC/S16-106,PR
"""Propose"" Mana",49,GC/S16-107,PR
Scrooge & Carol,49,GC/S16-108,PR
"""True Oath"" Shu & Inori",49,GC/S16-109,PR
"""Chance Encounter of Fate"" Shu & Inori",49,GC/S16-110,PR
Sendoff for the Dead,49,GC/S16-111,PR
"""My Dearest"" Inori",49,GC/S16-112,PR
"""Departures ~Love Song to You~"" Inori",49,GC/S16-113,PR
Ayase & Tsugumi,49,GC/S16-114,PR
Chibi Gai,49,GC/S16-115,PR
Chibi Shu,49,GC/S16-116,PR
Chimi Inori,49,GC/S16-117,PR
Chimi Ayase,49,GC/S16-118,PR
Chimi Tsugumi,49,GC/S16-119,PR
"Inori, Looking Upwards",49,GC/S16-120,PR
"Inori, Overflown Cuteness",49,GC/S16-121,PR
"""First Infected"" Mana",49,GC/S16-003,R
Mana Ouma,49,GC/S16-004,R
"Gai, Accepted Fate",49,GC/S16-005,R
"Gai, Oath of United Front",49,GC/S16-006,R
Gai Tsutsugami,49,GC/S16-007,R
"Shu, Hanging His Head",49,GC/S16-028,R
Kanon in the Academy,49,GC/S16-029,R
"Inori, Staring into Distance",49,GC/S16-030,R
"Shu, Looking at the Sky",49,GC/S16-031,R
"Hare, Kind Words",49,GC/S16-032,R
"Inori, Sleeping Alongside Him",49,GC/S16-053,R
"Inori, Clearing Troubles",49,GC/S16-054,R
"Inori, Painful Scream",49,GC/S16-055,R
"Mana, Childhood",49,GC/S16-056,R
Inori Yuzuriha,49,GC/S16-057,R
"Tsugumi, Positive Thinking",49,GC/S16-078,R
Tsugumi in Furisode,49,GC/S16-079,R
"Ayase, Maiden in Love",49,GC/S16-080,R
"Tsugumi, Operator",49,GC/S16-081,R
"Ayase, Hates Losing",49,GC/S16-082,R
"Gai, Leader's Style",49,GC/S16-001,RR
"Gai, Important Decisions",49,GC/S16-002,RR
"Hare, Charming Beach",49,GC/S16-026,RR
Shu Ouma,49,GC/S16-027,RR
"Inori, Kind Feelings",49,GC/S16-051,RR
"Inori, Shu's Partner",49,GC/S16-052,RR
Tsugumi in Swimsuits,49,GC/S16-076,RR
Ayase Shinomiya,49,GC/S16-077,RR
"Inori, the Meaning of Being Here",49,GC/S16-101,TD
"Shu, Decision Time",49,GC/S16-102,TD
"Gai, For the Future Wished For",49,GC/S16-103,TD
"""Songstress"" Inori",49,GC/S16-104,TD
Warped Accomplice,49,GC/S16-105,TD
"""Funeral Parlor"" Shibungi",49,GC/S16-T01,TD
"""Funeral Parlor"" Algo",49,GC/S16-T02,TD
"Gai, Command Tower of the Funeral Parlor",49,GC/S16-T03,TD
"Gai, Young Leader",49,GC/S16-T04,TD
"Shu, Hidden Potential",49,GC/S16-T05,TD
"""Funeral Parlor"" Oogumo",49,GC/S16-T06,TD
"""Funeral Parlor"" Gai",49,GC/S16-T07,TD
"Awakened ""Power of Kings""",49,GC/S16-T08,TD
Funell,49,GC/S16-T09,TD
"Shu, Normal High School Student",49,GC/S16-T10,TD
Daryl Yan,49,GC/S16-T11,TD
"Inori, Pure Emotions",49,GC/S16-T12,TD
"Inori, Web Artist",49,GC/S16-T13,TD
Truth of Void Genome,49,GC/S16-T14,TD
Trial of Courage,49,GC/S16-T15,TD
Kenji Kido,49,GC/S16-008,U
"Gai, Infiltrating Investigation",49,GC/S16-009,U
"Shu, Lost Pain",49,GC/S16-010,U
Algo Tsukishima,49,GC/S16-011,U
"Shu, New Resolution",49,GC/S16-012,U
Lost Christmas,49,GC/S16-021,U
Danger of Collapse,49,GC/S16-022,U
Hare Menjou,49,GC/S16-033,U
Jun Samukawa,49,GC/S16-034,U
Kanon Kusama,49,GC/S16-035,U
"Shu, Something to Protect",49,GC/S16-036,U
Inori in Uniform,49,GC/S16-037,U
Concert Stage of the Day After Festival,49,GC/S16-046,U
Genome Resonance Gauge,49,GC/S16-047,U
"Funell, Auto-Insect",49,GC/S16-058,U
Haruka Ouma,49,GC/S16-059,U
Makoto Waltz Segai,49,GC/S16-060,U
"Daryl, Arrogant",49,GC/S16-061,U
EGOIST Inori,49,GC/S16-062,U
"Shu, Childhood",49,GC/S16-063,U
Truth of Void Genome,49,GC/S16-072,U
"Ayase, Wheelchair girl",49,GC/S16-083,U
"Tsugumi, Moodmaker",49,GC/S16-084,U
"Ayase, Female Boss",49,GC/S16-085,U
"Ayase, Reliable Girl",49,GC/S16-086,U
"""Funeral Parlor"" Tsugumi",49,GC/S16-087,U
Ayase's Steiner,49,GC/S16-096,U
Full Force Strike,49,GC/S16-097,U
"""Big Brother"" Yu",50,P4/SE12-04,C
"Nanako, Hard-Working Elementary School Student",50,P4/SE12-05,C
"Yousuke, Sunny Classmate",50,P4/SE12-06,C
"Dojima, Welcoming",50,P4/SE12-07,C
"Yousuke, Good Caretaker And Moodmaker",50,P4/SE12-08,C
Yu & Izanagi,50,P4/SE12-09,C
Persona,50,P4/SE12-10,C
Jiraiya Activated,50,P4/SE12-11,C
"Chie, Yukiko's Partner",50,P4/SE12-15,C
"Aika, Delivers Anywhere!",50,P4/SE12-16,C
"""Special Kick"" Chie",50,P4/SE12-17,C
"Rise, Female High School Student Idol",50,P4/SE12-18,C
Awakening of Chie,50,P4/SE12-19,C
Taro Namatame,50,P4/SE12-24,C
"Yukiko, Clean Cut",50,P4/SE12-25,C
"Kanji, Really A Nice Guy",50,P4/SE12-26,C
"Adachi, Doing Well",50,P4/SE12-27,C
Konohana Sakuya Activated,50,P4/SE12-28,C
"Naoto, Miss Contest Impossible!?",50,P4/SE12-31,C
"Margaret, Tarot Readings",50,P4/SE12-32,C
"Teddie, Seeing Through the Fog",50,P4/SE12-33,C
"Teddie, Brilliant",50,P4/SE12-34,C
"Naoto, Self-Proclaimed Special Investigation Squad",50,P4/SE12-35,C
Kintoki-Douji Activated,50,P4/SE12-36,C
"Teddie, Halloween",50,P4/SE12-P01,PR
"""Witch Detective Lovelin"" Nanako",50,P4/SE12-P02,PR
"Yousuke, First Ally",50,P4/SE12-01,R
"Yu, Power to Become ""Trump""",50,P4/SE12-02,R
Nanako in the Food Court,50,P4/SE12-03,R
"Rise, New Ally",50,P4/SE12-12,R
"Chie, Self-Proclaimed Special Investigation Squad",50,P4/SE12-13,R
"Rise, Wavering Emotions",50,P4/SE12-14,R
"Kanji, Big Shock!",50,P4/SE12-20,R
"Yukiko, Self-Proclaimed Special Investigation Squad",50,P4/SE12-21,R
"Yukiko, Case Closed",50,P4/SE12-22,R
"Kanji, Self-Proclaimed Special Investigation Squad",50,P4/SE12-23,R
"Naoto, Smart And Clear Head",50,P4/SE12-29,R
"Teddie, Anti-Edging",50,P4/SE12-30,R
Nanako Dojima,50,P4/SE12-37,RE
Yousuke Hanamura,50,P4/SE12-38,RE
"""Key of the Contract"" Protagonist",50,P4/SE12-39,RE
Ryoutarou Doujima,50,P4/SE12-40,RE
Yousuke & Jiraiya,50,P4/SE12-41,RE
Protagonist (P4),50,P4/SE12-42,RE
Izanagi Awakens,50,P4/SE12-43,RE
Chie Satonaka,50,P4/SE12-44,RE
Rise Kujikawa,50,P4/SE12-45,RE
Chie & Tomoe,50,P4/SE12-46,RE
Current Pretty Girl Idol,50,P4/SE12-47,RE
Yukiko Amagi,50,P4/SE12-48,RE
Kanji Tatsumi,50,P4/SE12-49,RE
Kanji & Take-Mikazuchi,50,P4/SE12-50,RE
Yukiko & Konohana Sakuya,50,P4/SE12-51,RE
My Turn!,50,P4/SE12-52,RE
Operation Charge And Reverse Pick-Up,50,P4/SE12-53,RE
Teddie,50,P4/SE12-54,RE
"Teddie, Thin",50,P4/SE12-55,RE
Naoto Shirogane,50,P4/SE12-56,RE
"Yu, Persona Activated!",50,P4/SE12-101,TD
"Naoto, Cool And Smart",50,P4/SE12-102,TD
"Teddie, Plushie Mascot",50,P4/SE12-103,TD
"Kanji, Notorious Baddie ",50,P4/SE12-104,TD
"Yukiko, Natural Lady",50,P4/SE12-105,TD
"""Big Brother"" Yu",50,P4/SE12-T01,TD
Yousuke Hanamura,50,P4/SE12-T02,TD
"Nanako, Hard-Working Elementary School Student",50,P4/SE12-T03,TD
"Yousuke, Sunny Classmate",50,P4/SE12-T04,TD
"Dojima, Welcoming",50,P4/SE12-T05,TD
"Yousuke, Good Caretaker And Moodmaker",50,P4/SE12-T06,TD
Yu & Izanagi,50,P4/SE12-T07,TD
Persona,50,P4/SE12-T08,TD
Jiraiya Activated,50,P4/SE12-T09,TD
Izanagi Awakens,50,P4/SE12-T10,TD
Chie Satonaka,50,P4/SE12-T11,TD
"""Special Kick"" Chie",50,P4/SE12-T12,TD
"Rise, Female High School Student Idol",50,P4/SE12-T13,TD
Awakening of Chie,50,P4/SE12-T14,TD
"Kiritsugu, Trump of Einzbern",51,FZ/SE13-05,C
"Saber, Girl of Heroic Spirit",51,FZ/SE13-06,C
"Irisviel, Precious Gem",51,FZ/SE13-07,C
"Kiritsugu, Cold-Blooded Hound",51,FZ/SE13-08,C
Strike Air,51,FZ/SE13-09,C
"Rider, Ambition to Conquer the World",51,FZ/SE13-13,C
"Kayneth, Royalty at Birth",51,FZ/SE13-14,C
"""Volumen Hydragyrum"" Kayneth",51,FZ/SE13-15,C
"Waver, Self-Proclaimed Genius Magician",51,FZ/SE13-16,C
"Rider, My Path of Kingship",51,FZ/SE13-17,C
Holy Grail Dialogue,51,FZ/SE13-18,C
Gae Buidhe,51,FZ/SE13-19,C
"Caster, Teacher of Ryunosuke",51,FZ/SE13-22,C
"""Artist"" Ryunosuke",51,FZ/SE13-23,C
"""Zabaniya"" Assassin",51,FZ/SE13-24,C
Risei Kotomine,51,FZ/SE13-25,C
"""Zabaniya"" Assassin",51,FZ/SE13-26,C
Ryunosuke Uryu,51,FZ/SE13-27,C
"Irisviel, Pure And Innocent",51,FZ/SE13-01,R
"Saber, Metallic Gale",51,FZ/SE13-02,R
"""Protector of Vessel"" Irisviel",51,FZ/SE13-03,R
"Maiya, Female Soldier",51,FZ/SE13-04,R
"Lancer, Two Magical Lances",51,FZ/SE13-10,R
"Lancer, Cursed Yellow Lance",51,FZ/SE13-11,R
"Rider, Legendary Conqueror King",51,FZ/SE13-12,R
"Kirei, Father with Questions",51,FZ/SE13-20,R
"Kirei, Truth Seeker of the Holy Church",51,FZ/SE13-21,R
"Mami, Enjoying Tea",52,MM/W17-011,C
"Mami, Giving Advice",52,MM/W17-012,C
"Mami, Veteran Magical Girl",52,MM/W17-013,C
"Mami, Entrusting the Future",52,MM/W17-014,C
"Mami, Kindly Watching Over",52,MM/W17-015,C
"Mami, Graceful",52,MM/W17-016,C
"Homura, Transfer Student",52,MM/W17-039,C
"Homura, Holding onto Bonds",52,MM/W17-040,C
"Homura, Thinking of Madoka",52,MM/W17-041,C
"""To Protect Everyone"" Madoka",52,MM/W17-042,C
"Madoka, Infirmary Officer",52,MM/W17-043,C
Hitomi Shizuki,52,MM/W17-044,C
"Homura, Black-haired Girl",52,MM/W17-045,C
"Madoka, Second-year Student of Mitakihara Middle School",52,MM/W17-046,C
"Madoka & Homura, Best Friends",52,MM/W17-047,C
Madoka of the Blue Sky,52,MM/W17-048,C
Junko Kaname,52,MM/W17-049,C
"Homura, Lonely Battle",52,MM/W17-050,C
"""Stage Device's Witch"" Walpurgis Night",52,MM/W17-051,C
"Madoka, Feather-like Skirt",52,MM/W17-052,C
"Kyoko, Red Soul Gem",52,MM/W17-071,C
"Kyoko, Farewell on the Subway Platform",52,MM/W17-072,C
"Kyoko, New Magical Girl",52,MM/W17-073,C
Kyoko who Finally Arrived,52,MM/W17-074,C
"Kyubey, Extra-terrestial Lifeform",52,MM/W17-075,C
"Kyoko, Magical Girl of the Spear",52,MM/W17-076,C
"Sayaka, Confrontation",52,MM/W17-091,C
Kyousuke Kamijou,52,MM/W17-092,C
"Sayaka, Childhood Friend of Kamijou-kun",52,MM/W17-093,C
"Sayaka, Second-year Student of Mitakihara Middle School",52,MM/W17-094,C
"Sayaka, Magical Girl of the Sword",52,MM/W17-095,C
"Sayaka, Battling While Hurting",52,MM/W17-096,C
Tiro Finale,52,MM/W17-020,CC
No Longer Relying on Others,52,MM/W17-056,CC
Time Manipulation,52,MM/W17-057,CC
My Best Friend,52,MM/W17-058,CC
Don't Tell Anyone in Class!,52,MM/W17-059,CC
The Girl From the Dream,52,MM/W17-060,CC
Being on Your Own is Lonely,52,MM/W17-080,CC
Both Miracles And Magic Exist,52,MM/W17-100,CC
Nothing Scares Me Anymore,52,MM/W17-019,CR
Madoka's Wish,52,MM/W17-055,CR
Sayaka VS Kyoko,52,MM/W17-079,CR
I've Been Such A Fool,52,MM/W17-099,CR
"Kyubey, Making Contract",52,MM/W17-003,R
"Mami, Senior Magical Girl",52,MM/W17-004,R
Mami in Pajamas,52,MM/W17-005,R
"Mami, Shouldering Fate",52,MM/W17-006,R
"Homura, Beautiful Looks",52,MM/W17-023,R
"Homura, Watching Over",52,MM/W17-024,R
"Homura, Hidden Feelings",52,MM/W17-025,R
"Madoka, Magical Girl of the Bow",52,MM/W17-026,R
"Madoka, Wavering Feelings",52,MM/W17-027,R
"Homura, Magical Girl of Time",52,MM/W17-028,R
"Madoka, Fate's Final Destination",52,MM/W17-029,R
"Madoka, Ultimate",52,MM/W17-030,R
"Kyoko, Sharing Apples",52,MM/W17-063,R
"Kyoko, Multi-Section Spear",52,MM/W17-064,R
"Kyoko, Selfish One",52,MM/W17-065,R
"Kyoko, Shouting",52,MM/W17-066,R
"Sayaka, Fighting for People",52,MM/W17-083,R
"Sayaka, Admiration for Mami",52,MM/W17-084,R
"Sayaka, Healing Prayer",52,MM/W17-085,R
"Sayaka, Hollow Eyes",52,MM/W17-086,R
